title,introduction,link,price,booking_date,rating_star,rating_count,country,cities,cat_key
Sheikh Zayed Mosque and Qasr Al Watn Palace tour with afternoon tea at Emirates Palace,"Visit Sheikh Zayed Mosque, entrance to the unique Qasr Al Watn Palace with the traditional afternoon tea at Emirates Palace in Abu Dhabi.",https://www.kkday.com/zh-tw/product/120871,7472,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Full-day combo Dubai and Abu Dhabi tour,Visit the main two states of UAE which is Dubai and Abu Dhabi and enjoy exploring beautiful mosque and other iconic landmarks.,https://www.kkday.com/zh-tw/product/120870,2449,20220319,0,0,阿拉伯聯合大公國,['杜拜'],['一日遊']
Wild Wadi waterpark tickets with optional transfer,Make the most of a sunny day in Dubai at the Wild Wadi waterpark!,https://www.kkday.com/zh-tw/product/120869,2015,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Doge's Palace and Saint Mark's Basilica tour,"Buy the Doge's Palace and Saint Mark's Basilica tour in Venice. Visit the Golden Basilica, a masterpiece of Byzantine art, and the rooms of Palazzo Ducale.",https://www.kkday.com/zh-tw/product/120868,2294,20220317,0,0,義大利,['威尼斯'],['景點門票']
Desert safari with private beach and pool access in Palm Jumeirah,Enjoy dune bashing and sandboarding in the Lahbab desert. Have a delicious picnic on Dubai's Marina beach with family and friends.,https://www.kkday.com/zh-tw/product/120866,2728,20220318,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Expo 2020 Dubai with audio guide and sharing transfer,Make the most of Expo 2020 Dubai tickets with audio guide and the comodity of a sharing transfer.,https://www.kkday.com/zh-tw/product/120860,155,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Dubai sightseeing private Falcon Hospital tour with Sheikh Zayed Mosque visit,"Check-out some of the best sights in all the UAE! On this tour, you can both explore the Sheikh Zayed Mosque and the delightful Falcon Hospital.",https://www.kkday.com/zh-tw/product/120859,8619,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Sightseeing combo Dubai Frame and Dhow Cruise dinner,Enjoy and discover Dubai's luxurious atmosphere with a sightseeing combo of the Dubai Frame and the Dhow Cruise dinner!,https://www.kkday.com/zh-tw/product/120856,1426,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Dubai by night and dinner at Atlantis the Palm,"Make the most of Dubai by night and have dinner at Atlantis the Palm. See Souk Madinat Jumeirah, Downtown and live Dubai's special atmosphere.",https://www.kkday.com/zh-tw/product/120853,2697,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['博物館&展覽']
Half-day tour of Dubai and Burj Khalifa entrance ticket,"Enjoy the Burj Al Arab, riding an abra, the spiece of the souq and the heights of the Burj Khalifa",https://www.kkday.com/zh-tw/product/120851,2232,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Desert safari with BBQ dinner and belly dance performance (Expo combo),"This tour takes you to the desert of Dubai, driving across beautiful sand dunes. From the high dunes, you witness the golden sunset as the sun sheds its blaze over the desert. The hustle and bustle of the city are far away and you can enjoy the peaceful silence and tranquility around you. Mesmerized by the magnificent view, you move on to an enchanting Arabian night reaching the traditional Arabic camp. The BBQ dinner is served in a torch-lit environment, setting the right atmosphere for the talented belly dancer performing to the rhythm of Arabic music underneath a star-covered sky. You can also experiment with intricate henna tattoos as you comfortably relax in the Bedu tents, and can also choose to adventure on a short camel ride, or if you prefer trying the aromatic shisha.",https://www.kkday.com/zh-tw/product/120850,1054,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['一日遊']
Private dune desert safari with dinner from Dubai,Enjoy a ride through the desert sand dunes outside of Dubai and taste an Arabic BBQ dinner accompanied by belly dance. Book your desert safari in Dubai today.,https://www.kkday.com/zh-tw/product/120848,8960,20220319,0,0,阿拉伯聯合大公國,['杜拜'],['特色行程']
Al Ain full-day with lunch from Dubai,"You cannot leave Dubai without visiting one of the most amazing traditional cities of UAE, Al Ain offer many cultural aspects to explore, like the Jahili Fort and Qasr Al Muwaiji.",https://www.kkday.com/zh-tw/product/120845,1271,20220503,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Full-day Hatta safari from Dubai,"explore Hatta Dam by boat tour for about 20 to 30 minutes enjoying the views of the stream passing through mountains, visit Hatta Heritage, stop at a lake, and try out UAE traditional food.",https://www.kkday.com/zh-tw/product/120844,2139,20220319,0,0,阿拉伯聯合大公國,['杜拜'],['特色行程']
Half-day Dubai morning safari 30-minute quad ride sandboarding and camel ride,"Half-day Dubai morning safari, quad bike, sandboarding, and camel ride tour where you can do four different activities in one tour.",https://www.kkday.com/zh-tw/product/120839,3658,20220319,0,0,阿拉伯聯合大公國,['杜拜'],['特色行程']
Private full-day tour of Abu Dhabi and Qasr al Watan,"Have an amazing tour full-day tour and see the awesome sights of Abu Dhabi. See the magnificent Sheikh Zayed Mosque, explore beautiful Islamic architecture and visit Qasr Al Watan from the comfort of your very own personal vehicle.",https://www.kkday.com/zh-tw/product/120836,4665,20220319,0,0,阿拉伯聯合大公國,['杜拜'],['博物館&展覽']
Private cultural tour of Dubai with traditional lunch,Book your cultural tour of Dubai with a traditional lunch and get to know Bedouin customs and traditions as you learn about the history.,https://www.kkday.com/zh-tw/product/120835,4382,20220320,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Abu Dhabi Mosque and Louvre Museum with lunch from Dubai,Discover the Abu Dhabi Louvre Museum and famous Sheikh Zayed Grand Mosque with a complimentary pick-up from Dubai. This tour will offer you the opportunity to visit two iconic monuments in one tour and enjoy lunch in the biggest mall in Abu Dhabi.,https://www.kkday.com/zh-tw/product/120834,2139,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Private layover city tour of Dubai with Burj Khalifa tickets,Having a layover in Dubai? Have a customized personal tour of the city!,https://www.kkday.com/zh-tw/product/120833,4665,20220319,0,0,阿拉伯聯合大公國,['杜拜'],['博物館&展覽']
Dubai tour with dinner on the traditional dhow,Book your Dubai tour with dinner on the traditional dhow and enjoy learning about Dubai's history and take your chance to relax on a dhow cruise while attending a delightful dinner on board.,https://www.kkday.com/zh-tw/product/120828,1550,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Flavors of Arabia: Old Dubai and Souks Tour with Authentic Emirati Cuisine,This tour brings for you most authentic traditional Emirati meals over a multi-course dinner walk!,https://www.kkday.com/zh-tw/product/120826,3162,20220319,0,0,阿拉伯聯合大公國,['杜拜'],['特色行程']
Art Jewels & Chocolate Tour of Dubai,"On this tour we explore Alserkal Avenue through its galleries, studios, and artistically-inspired stores and a designer jewelry manufacturing store!",https://www.kkday.com/zh-tw/product/120824,4310,20220322,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Downtown Dubai architecture tour,Walk through Downtown Dubai and find out all the record-breaking achievements made by the developer of the city!,https://www.kkday.com/zh-tw/product/120823,2325,20220318,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Dubai 4-hour fishing trip,Book your Dubai 4-hour fishing trip and climb aboard a luxury fishing vessel to fish off the coast of Dubai looking for the catch of the day.,https://www.kkday.com/zh-tw/product/120822,25826,20220318,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Falkensteiner Höhlentour für Sportliche,Entdecken Sie die Falkensteiner Höhle in der Schwäbischen Alb bei einer geführten Höhlentour für Sportliche.,https://www.kkday.com/zh-tw/product/120821,2325,20220402,0,0,德國,['斯圖加特'],['景點門票']
1001 Desert Dunes Adventure from Dubai,"Book your 1001 Desert Dunes Adventure from Dubai to off-rode on a dune buggy, dune bash in a 4x4 and take a camel for a ride.",https://www.kkday.com/zh-tw/product/120820,3720,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Falkensteiner Höhlentour für Mutige,Entdecken Sie die Falkensteiner Höhle in der Schwäbischen Alb bei einer geführten Höhlentour für Mutige.,https://www.kkday.com/zh-tw/product/120819,1860,20220402,0,0,德國,['斯圖加特'],['景點門票']
Falkensteiner Höhlentour für Einsteiger,Entdecken Sie die Falkensteiner Höhle in der Schwäbischen Alb bei einer geführten Höhlentour für Einsteiger.,https://www.kkday.com/zh-tw/product/120817,1550,20220402,0,0,德國,['斯圖加特'],['景點門票']
Dubai combo city tour and dhow cruise with dinner,Book your Dubai city tour today on Musement to enjoy the best there is to see in Dubai. Finish your day with a traditional Dhow dinner cruise with buffet.,https://www.kkday.com/zh-tw/product/120815,2015,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Dubai Garden Glow admission tickets and transfer,Book your tickets for Dubai garden glow with Musement. Discover the beautiful light installations and see performances by international artists at this project.,https://www.kkday.com/zh-tw/product/120813,1891,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Los Angeles Dana Point high-speed Zodiac whale-watching safari,Get incredibly close to the ocean's surface and within arm's reach of wildlife aboard this fast and fun safari on a rigid inflatable boat.,https://www.kkday.com/zh-tw/product/120810,2542,20220317,0,0,美國,['加利福尼亞'],['特色行程']
Dubai Creek Evening Dhow Cruise with Dinner,Book your ticket for a Dubai Creek evening dhow cruise and enjoy sumptuous international cuisine while gliding past illuminated souks and palaces.,https://www.kkday.com/zh-tw/product/120806,806,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['特色行程']
5-Island Phuket Speedboat Sunset Tour | Thailand,"Take the ultimate Phuket island-hopping trip with this speedboat tour around the Thai Andaman Sea islands. Go on fun, exciting island activities such as snorkeling, swimming, and even dolphin watching! Don't miss out on the wonderful sunset at Phae island's scenic sand bar.",https://www.kkday.com/zh-tw/product/120637-sunset-phuket-boat-tour-five-islands-thailand,851,20220317,0,0,泰國,['普吉島'],"['一日遊', '水上活動', '戶外休閒']"
Dubai Desert Conservation Reserve Tour with Breakfast at Al Maha Resort,"Spot magnificent native animals such as the Arabian oryx in the Dubai Desert Conservation Reserve. Discover the stunning desertscape of Dubai’s unique natural surroundings. Visit a desert lake, see migratory birds, and enjoy breakfast at the luxurious Al Maha Desert Resort & Spa.",https://www.kkday.com/zh-tw/product/119737,4692,20220315,0,0,阿拉伯聯合大公國,['杜拜'],['一日遊']
Premium Dubai Desert Safari Tour with Dinner,"Explore the Dubai Desert on a safari in a museum quality vintage Land Rover vehicles. Experience traditionally built camps using natural wood and stone, nestled inside the privacy of a Royal desert retreat. Taste Arabic dishes created from authentic recipes using traditional methods.",https://www.kkday.com/zh-tw/product/119735,4603,20220315,0,0,阿拉伯聯合大公國,['杜拜'],['一日遊']
Dubai Theatre of Digital Art,"Covering over 1,800 square metres, step into legendary pieces of art through installed projections that cover the walls, floor and ceiling. Enter the world of art through a very unique digital experience. See the world premiere of 'Being Van Gogh', explore the artist's work in an entirely immersive show with an actor, reflecting on his life and work.",https://www.kkday.com/zh-tw/product/119707,767,20220315,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Day trip to Jungfraujoch  from Lucerne,Experience a full-day trip to Jungfraujoch - Top of Europe from Lucerne! Visit the UNESCO site of the Swiss Alps and home to Europe's highest train.,https://www.kkday.com/zh-tw/product/119049,3813,20220319,0,0,瑞士,['琉森'],['景點門票']
Half-day trip to Mt Titlis eternal snow and glacier from Lucerne,Enjoy breath-taking views of the Swiss Alps and winter activities on a half-day trip to the top of Mt Titlis from Lucerne.,https://www.kkday.com/zh-tw/product/119048,2108,20220320,0,0,瑞士,['琉森'],['景點門票']
BLOOD LUST,"Seit Jahren versetzt eine blutige Mordserie Ulm in Angst und Schrecken. Die Polizei ist ratlos, findet weder Zusammenhänge noch konkrete Anhaltspunkte, die auf die Identität des Täters hinweisen. Als junge Ermittler – direkt von der Polizeischule als Jahrgangsbeste abgegangen – brennt ihr darauf, den Fall zu lösen und eure neuen Kollegen zu beeindrucken. Ein anonymer Anruf auf dem Polizeipräsidium gibt euch einen Hinweis auf das Versteck des Täters. Dort sollt ihr alle Beweise finden, um ihm das Handwerk zu legen. Angespannt betretet ihr seine Wohnung … und schnell wird euch klar, dass ihr nun selbst Teil des grausamen Plans des Mörders seid. Schafft ihr es nicht, ihn in 60 Minuten zu überführen, werdet ihr sein Versteck nicht mehr lebend verlassen.",https://www.kkday.com/zh-tw/product/119047,2945,20220318,0,0,德國,['巴登-符騰堡邦'],['景點門票']
Ancient Appian Way and Park of the Aqueducts e-bike tour,"Pedal through the Ancient Appian Way, discover the Roman aqueducts and admire the beauty of the Roman countryside.",https://www.kkday.com/zh-tw/product/119046,2449,20220317,0,0,義大利,['羅馬'],['景點門票']
Tour Panoramico Mille colori,"Piazze storiche, incantevoli tratti di costa, parchi e colline. Tutti i giorni dalle ore 10.30Partenza e arrivoVia Capitelli, 31 (Piazza del Gesù) Tot. : Km 15 + Km 11Durata: 5hPercorso facileIl tour si effettua tutti i giorni previa prenotazione 24 ore prima e i prezzi variano a seconda del numero dei pertecipanti e se l'accompagnamento è in lingua (inglese, francese, tedesco e spagnolo).PercorsoPiazza Plebiscito - Maschio Angioino - Via Caracciolo - Posillipo - Parco Virgiliano - Pontile a mare di Bagnoli - Borgo Marinaro",https://www.kkday.com/zh-tw/product/119044,2170,20220317,0,0,義大利,['那不勒斯'],['景點門票']
Full-day shared tour of the gems of Alsace from Colmar,Book a full-day shared excursion from Colmar and discover the gems of Alsace,https://www.kkday.com/zh-tw/product/119043,2015,20220402,0,0,法國,['史特拉斯堡'],['景點門票']
Private day tour to the East Coast with lunch,Get your tickets now to explore the East Coast of Dubai and enjoy a traditional lunch.,https://www.kkday.com/zh-tw/product/119042,2542,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Secret Venice 2-hour private guided tour,Explore the hidden gems of Venice on a 2-hour tour with a private guide. Avoid the usual tourist sights and discover some of the city's most attractive squares and churches with the help of a local expert.,https://www.kkday.com/zh-tw/product/119041,6046,20220317,0,0,義大利,['威尼斯'],['景點門票']
Erlebnisreiche Kanutour auf der Aller,"Erleben Sie die Aller von ihrer schönsten Seite, bei einer Kanutour entlang einerabwechslungsreichen Landschaft.Genießen Sie die Stille des Flusses und lassen einfach mal die Seele baumeln.",https://www.kkday.com/zh-tw/product/119039,372,20220317,0,0,德國,['下薩克森邦'],['景點門票']
Ancient Appian Way Catacombs and Aqueducts e-bike tour,Discover Rome's countryside on a 6-hour bike tour on the ancient Appian Way.,https://www.kkday.com/zh-tw/product/119037,3069,20220317,0,0,義大利,['羅馬'],['景點門票']
Pilatus half-day golden round trip from Lucerne in summer,"Enjoy an afternoon excursion to Mt Pilatus on an aerial cable car, descend by the world's steepest cogwheel train and take a boat ride on Lake Lucerne.",https://www.kkday.com/zh-tw/product/119035,1953,20220510,0,0,瑞士,['琉森'],['景點門票']
Tour Granada Inexplicable,"Con este itinerario recorrerás los escenarios de la Granada más oscura. Caminarás por lugares de referencia en Granada durante la noche en una atmósfera completamente diferente. En el paseo, te hablaremos de la crónica negra y paranormal ocurrida en Granada.",https://www.kkday.com/zh-tw/product/119033,372,20220317,0,0,西班牙,['格拉納達'],['景點門票']
Alsace full-day shared wine tour from Colmar,Book a full-day shared tour from Colmar touring Alsace and tasting varietals in one of France's top wine regions.,https://www.kkday.com/zh-tw/product/119032,4030,20220403,0,0,法國,['史特拉斯堡'],['一日遊']
BLOOD LUST - Angebotspreis,"Seit Jahren versetzt eine blutige Mordserie Ulm in Angst und Schrecken. Die Polizei ist ratlos, findet weder Zusammenhänge noch konkrete Anhaltspunkte, die auf die Identität des Täters hinweisen. Als junge Ermittler – direkt von der Polizeischule als Jahrgangsbeste abgegangen – brennt ihr darauf, den Fall zu lösen und eure neuen Kollegen zu beeindrucken. Ein anonymer Anruf auf dem Polizeipräsidium gibt euch einen Hinweis auf das Versteck des Täters. Dort sollt ihr alle Beweise finden, um ihm das Handwerk zu legen. Angespannt betretet ihr seine Wohnung … und schnell wird euch klar, dass ihr nun selbst Teil des grausamen Plans des Mörders seid. Schafft ihr es nicht, ihn in 60 Minuten zu überführen, werdet ihr sein Versteck nicht mehr lebend verlassen.",https://www.kkday.com/zh-tw/product/119029,2759,20220317,0,0,德國,['巴登-符騰堡邦'],['景點門票']
Barbecue workshop in Schwetzingen,"Book this basic grilling course and learn how to grill on charcoal, gas, and ceramic grills as well as cobbgrills and in the smoker. With subsequent meal!",https://www.kkday.com/zh-tw/product/119027,3069,20220429,0,0,德國,['巴登-符騰堡邦'],['特色行程']
"""Trial of Al Capone"" at the Challenge Room Ingolstadt",Take part in the detective game with an actor on the case of Al Capone and convict the Mafia boss with solid evidence in the Challenge Room Ingolstadt!,https://www.kkday.com/zh-tw/product/119025,3999,20220323,0,0,德國,['萊茵河畔呂德斯海姆'],['景點門票']
Alsace half-day shared wine tour from Strasbourg,Book an half-day shared tour from Strasbourg touring Alsace and tasting varietals in one of France's top wine regions.,https://www.kkday.com/zh-tw/product/119023,2635,20220318,0,0,法國,['史特拉斯堡'],['景點門票']
Etna tour and snorkeling experience,Spend a day immersed in nature walking the trails around Mount Etna and take part in an exciting snorkeling experience.,https://www.kkday.com/zh-tw/product/119022,2449,20220501,0,0,義大利,['卡塔尼亞'],['特色行程']
Mondscheinsegeln ab Bad Saarow bei Berlin,"Segeln Sie bei Mondschein, Rotwein, Käse und Baguette entspannt in den Abend. Zum Mitsegeln werden keine Vorkenntnisse benötigt, da ein Skipper den Törn begleitet. An Bord kann man aktiv mitmachen, das Steuer und die Segel bedienen oder einfach nur entspannen.",https://www.kkday.com/zh-tw/product/119021,3069,20220514,0,0,德國,['柏林'],['景點門票']
Half-day Tour of the Canadian D-Day sites in Normandy,Book now your Half-day Tour of the Canadian D-Day sites in Normandy and discover all the most significant battlefield sites of WWII,https://www.kkday.com/zh-tw/product/119020,1085,20220318,0,0,法國,['卡昂'],['景點門票']
Culinary tour through Bad Cannstatt with guide,Enjoy a city tour in Bad Cannstatt with culinary and historical delicacies! Try Swabian specialties such as Maultaschen.,https://www.kkday.com/zh-tw/product/119019,1023,20220423,0,0,德國,['斯圖加特'],['一日遊']
Gastronomy and Valles Pasiegos guided excursion with tasting from Santander,Book this Gastronomy and Valles Pasiegos guided excursion with tasting from Santander and admire the beauty of the green Pasiego Valleys,https://www.kkday.com/zh-tw/product/119017,1426,20220323,0,0,西班牙,['坎塔布里亞'],['一日遊']
"Escape Room game ""The Haunted House"" in Saarbrücken","Have fun at an Escape Room game in Saarbrücken and solve the case ""The Haunted House"".",https://www.kkday.com/zh-tw/product/119014,2325,20220318,0,0,德國,['斯圖加特'],['景點門票']
Vineyard tour in covered wagon with wine tasting near Stuttgart,Join this covered wagon ride with tractor and wine tasting from Stuttgart-Münster! Enjoy local wine directly in the vineyards and with a great view!,https://www.kkday.com/zh-tw/product/119011,899,20220417,0,0,德國,['斯圖加特'],['一日遊']
Athens sunset bike tour,Book your Athens sunset bike tour and enjoy the afternoon breeze and the light of setting sun that glitters in the Ancient Temples,https://www.kkday.com/zh-tw/product/119010,992,20220317,0,0,希臘,['聖托里尼'],['景點門票']
Porto walking tour,Book your Porto walking tour and discover the most emblematic places of Porto with a professional guide,https://www.kkday.com/zh-tw/product/119009,620,20220408,0,0,葡萄牙,['里斯本'],['景點門票']
Toledo and Segovia from Madrid: the Crown Jewels at your own pace,Book a day trip to Toledo and Segovia: the Crown Jewels and visit two of the world´s best heritage cities in one day.,https://www.kkday.com/zh-tw/product/119005,1364,20220318,0,0,西班牙,['馬德里'],['景點門票']
Half day Morning Ottoman Splendors tour including the Blue Mosque,Book now your guided tour in a small group of Istanbul and discover 3 unforgettable highlights of this city,https://www.kkday.com/zh-tw/product/119004,1147,20220317,0,0,土耳其,['伊斯坦堡'],['景點門票']
Meat and steak cooking course in Schwetzingen,Prepare various steak and meat dishes under professional guidance and then enjoy them during a social meal in your group.,https://www.kkday.com/zh-tw/product/119003,3379,20220413,0,0,德國,['巴登-符騰堡邦'],['特色行程']
Half day afternoon tour of castles and vineyards,"Visit a picturesque Alsatian village, a medieval castle and taste locally produced wine on this afternoon tour.",https://www.kkday.com/zh-tw/product/118999,1397,20220317,0,0,法國,['史特拉斯堡'],['景點門票']
Taormina private tour with an expert guide,"Explore Taormina, an authentic gem of Sicily on a 2-hour private guided walking tour. Discover the monuments, the buildings and the stories that made Taormina one of the most important and beautiful towns in the whole Sicily!",https://www.kkday.com/zh-tw/product/118993,5271,20220317,0,0,義大利,['陶爾米納'],['景點門票']
Day trip from Rome to Pompeii and Sorrento,Discover the fascinating history of the once prosperous Roman city of Pompeii and enjoy the scenic views of Sorrento.,https://www.kkday.com/zh-tw/product/118991,3069,20220401,0,0,義大利,['羅馬'],['景點門票']
Private full-day tour of Pompeii Sorrento and Positano,"Book your full-day tour of Pompeii, Sorrento and Positano with Musement to experience the Amalfi coastal region towns and visit Pompeii with a personal driver.",https://www.kkday.com/zh-tw/product/118988,3255,20220317,0,0,義大利,['阿馬爾菲'],['景點門票']
Tapas and flamenco guided tour,"Discover the best spots of the Gothic Quarter in Barcelona with a local guide, taste authentic dishes at a typical tapas bar and enjoy a live flamenco show.",https://www.kkday.com/zh-tw/product/118986,1194,20220319,0,0,西班牙,['巴塞隆納'],['一日遊']
Rock N Pop London private taxi tour,Book your Rock N Pop London taxi tour and discover the best of London's Rock and Popular music scene and places on this 3-hour tour in a genuine London taxi!,https://www.kkday.com/zh-tw/product/118985,8418,20220317,0,0,英國,['倫敦'],['景點門票']
Sinister Criminal Intentions,"We'll bring you on a tour of the sordid details behind New Orleans' dark history. You'll visit locations in the French Quarter where the echoes of gruesome murders still cry out. See where it all happened, and understand the history behind it.",https://www.kkday.com/zh-tw/product/118984,868,20220316,0,0,美國,['洛杉磯'],['景點門票']
Lewd Spirits Tour,"Find debauchery on this tour about adultery, prostitutes, and twisted doctors! Along the way we combine spirits with spirits at 3 bars. This 21+ tour is great for groups that want to experience the twisted side of NOLA.",https://www.kkday.com/zh-tw/product/118982,868,20220316,0,0,美國,['洛杉磯'],['景點門票']
3-Hour GoCar Insights Tour,"Book this 3-Hour GoCar Tour with Musement in Lisbon. Pick from our different itineraries to make your own 3-hour journey and discover emblematic places and monuments in the city, away from the traditional touristic circuits.",https://www.kkday.com/zh-tw/product/118980,930,20220317,0,0,葡萄牙,['里斯本'],['景點門票']
Private tour of Palazzo Grimani and its surroundings in Venice,"Book this private 2-hour tour to visit the beautiful Palazzo Grimani and its precious art collection. Marvel at the frescoes, stucco work and marbles by famous sixteenth-century artists, then get to see the VII-century Church of Santa Maria Formosa.",https://www.kkday.com/zh-tw/product/118978,7286,20220318,0,0,義大利,['威尼斯'],['景點門票']
Vera half-day tour of Newcastle filming locations,Ann Cleeves' brilliant and no-nonsense DCI Vera Stanhope in her trademark mac and rain hat has attracted a following of fans all over the world in ITV's best-loved detective drama.,https://www.kkday.com/zh-tw/product/118972,930,20220416,0,0,英國,['東北英格蘭'],['景點門票']
Arrábida Natural Park yacht tour from Lisbon,Book this tour and discover the scenic beauty of Arrábida Natural Park on an 8-hour tour from Lisbon. Travel by speedboat through the coastal wetlands of the Sado river.,https://www.kkday.com/zh-tw/product/118971,3100,20220504,0,0,葡萄牙,['里斯本'],['景點門票']
One day tour of Petra from the Dead Sea,"Book your tour of Petra with Musement. Discover the sandstone carved desert city, visit the Siq, the Treasury and other temples, the tombs and mourning halls",https://www.kkday.com/zh-tw/product/118969,2852,20220317,0,0,約旦,['馬安省'],['景點門票']
GoCar Barcelona discovering Gaudi,"Book now a GoCar with Musement and admire Gaudí most iconic buildings in Barcelona: Sagrada Familia, Parc Guell, La Pedrera, Casa Battlo, Palau Guell and more.",https://www.kkday.com/zh-tw/product/118966,1550,20220317,0,0,西班牙,['巴塞隆納'],['景點門票']
Tour of Petropolis and the Imperial City from Rio,Buy your tour of Petropolis and the Imperial City from Rio with Musement. Get away from the city to learn more about the ancient history of Brazil in one day.,https://www.kkday.com/zh-tw/product/118964,1364,20220317,0,0,巴西,['里約熱內盧'],['景點門票']
Historic walking tour of Rio de Janeiro,"Explore the main landmarks of downtown Rio in a few hours, travel through time from the discovery of Brazil to the proclamation of the republic.",https://www.kkday.com/zh-tw/product/118962,1023,20220317,0,0,巴西,['里約熱內盧'],['景點門票']
Private small group Hidden Heartlands whiskey trail,Book your authentic Irish whiskey tour now. Experience the distilleries and whiskey tasting of rural Ireland!,https://www.kkday.com/zh-tw/product/118960,7100,20220317,0,0,愛爾蘭,['都柏林'],['景點門票']
Canyoning family Riale di Mulitt,"Canyoning im Riale di Mulitt im wunderschönen Centovalli!Bei unserer Family Tour im Riale di Mulitt wandern wir zuerst flussaufwärts. Ein paar Wasserfälle später, erreichen wir ein einladendes Pool, in das wir von diversen Plätzen hinein springen könnnen. Der Wasserfall dort bietet auch die Möglichkeit eine kleine Dusche zu genießen. Weiter geht es hauptsächlich rutschend und springend bis wir den hohen Wasserfall von 22 Metern erreichen. Hier seilt ihr euch in sicherheit hinunter. Ihr könnt die Aussicht genießen und hin und wieder souverän für die Fotos zu posen. Unten angekommen, gibt es nochmals die Möglichkeit auf einen Sprung von ca. 5 Metern.Von dort kraxeln wir aus der Schlucht und erreichen in ca 15 Minuten das Auto.",https://www.kkday.com/zh-tw/product/118952,4248,20220501,0,0,瑞士,['洛迦諾'],['景點門票']
Private walking tour of Leeuwarden,Buy your private walking tour of Leeuwarden to plan and book your amazing activities in Holland!,https://www.kkday.com/zh-tw/product/118897,899,20220331,0,0,荷蘭,['菲士蘭省'],['景點門票']
Private walking tour of The Hague,Explore the highlights of The Hague on a private customizable tour. Plan and book your amazing activities in Holland!,https://www.kkday.com/zh-tw/product/118896,899,20220319,0,0,荷蘭,['南荷蘭省'],['景點門票']
Private walking tour of Dordrecht,Explore the highlights of Dordrecht from a local perspective with a private guide.,https://www.kkday.com/zh-tw/product/118895,1209,20220319,0,0,荷蘭,['南荷蘭省'],['景點門票']
Golan Heights day tour,Book now your Golan Heights day tour and see beautiful landscapes before you visit and learn about this historical city Katzrin.,https://www.kkday.com/zh-tw/product/118894,3193,20220320,0,0,以色列,['特拉維夫'],['景點門票']
Private guided tour of Bozen in Trentino Alto Adige,"Explore the city of Bozen, the capital of Alto Adige, on this private walking tour. Discover its monuments and history surrounded by a fascinating landscape.",https://www.kkday.com/zh-tw/product/118893,1132,20220317,0,0,義大利,['特倫提諾-上阿迪傑'],['景點門票']
Chocolate Museum Vienna entrance tickets,The Chocolate Museum in the heart of Vienna is a must see for chocolate lovers of all ages. Don't miss this tasty attraction and learn more chocolate.,https://www.kkday.com/zh-tw/product/118892,248,20220317,0,0,奧地利,['維也納'],['景點門票']
REVOLUCIÓN OLÉ,"Viva la Revolución! Ihr habt den Präsidentenpalast der Bananenrepublik gestürmt. El Presidente ist geflohen und kommt in einer Stunde mit Verstärkung zurück. Das Volk ist in Aufruhr und verlangt Reformen: Schafft ihr es, die richtigen Leute auf eure Seite zu ziehen? Sonst seid ihr schneller aus dem Amt geputscht als ihr „Ay Caramba“ sagen könnt!",https://www.kkday.com/zh-tw/product/118891,2945,20220318,0,0,德國,['巴登-符騰堡邦'],['景點門票']
Private guided tour of Messina in Sicily,"Explore the city of Messina with its wide boulevards and elegant turn-of-the-century buildings. Discover Sicily's finest cathedrals, museums and monuments.",https://www.kkday.com/zh-tw/product/118888,6201,20220317,0,0,義大利,['西西里'],['景點門票']
Combo Tour: Montserrat abbey and Barcelona the best of Gaudí,"Enjoy a trip to Montserrat and visit the most emblematic buildings of Gaudí in Barcelona, such as the Sagrada Familia, Park Güell, Casa Batlló and La Pedrera.",https://www.kkday.com/zh-tw/product/118887,2387,20220401,0,0,西班牙,['巴塞隆納'],['景點門票']
Guided visit of the Basilica of Saint Denis in small group,"Book a 2.5-hour visit of the Basilica of Saint Denis , world's first Gothic cathedral and the burial site of the kings and queens of France. An immersion in over 1500 years of royal grandeur.",https://www.kkday.com/zh-tw/product/118886,1082,20220405,0,0,法國,['巴黎'],['景點門票']
